"","Species","Region","Indicator","category","Year","Value","rank","n_stocks_per_indicator","n_stocks_per_region","norm_rank","total_risk","overall_rank","overall_stocks","stock","label"
"750","Yellowtail flounder","Georges Bank","avg_length_spring","Biological","mean of last 10 years vs historic mean",1.04022239530218,7,51,6,0.137254901960784,10.3039479118788,24,53,"Yellowtail flounder - Georges Bank","Yellowtail flounder, 10.3"
"751","Yellowtail flounder","Georges Bank","max_length_fall","Biological","mean of last 10 years vs historic mean",1.00435087603809,22,51,6,0.431372549019608,10.3039479118788,24,53,"Yellowtail flounder - Georges Bank","Yellowtail flounder, 10.3"
"752","Yellowtail flounder","Georges Bank","max_length_spring","Biological","mean of last 10 years vs historic mean",0.994546939318546,18,51,6,0.352941176470588,10.3039479118788,24,53,"Yellowtail flounder - Georges Bank","Yellowtail flounder, 10.3"
"753","Yellowtail flounder","Georges Bank","diet","Biological","all",10,6,11,6,0.545454545454545,10.3039479118788,24,53,"Yellowtail flounder - Georges Bank","Yellowtail flounder, 10.3"
"754","Yellowtail flounder","Georges Bank","rec_catch","Social","average of 2014 - 2019 data",7462,7,31,6,0.225806451612903,10.3039479118788,24,53,"Yellowtail flounder - Georges Bank","Yellowtail flounder, 10.3"
"755","Yellowtail flounder","Georges Bank","com_catch_max","Social","1964",70973800,29,36,6,0.805555555555556,10.3039479118788,24,53,"Yellowtail flounder - Georges Bank","Yellowtail flounder, 10.3"
"756","Yellowtail flounder","Georges Bank","com_catch_5yr","Social","average of 2014 - 2019 data",1745926,16,35,6,0.457142857142857,10.3039479118788,24,53,"Yellowtail flounder - Georges Bank","Yellowtail flounder, 10.3"
"757","Yellowtail flounder","Georges Bank","com_catch_hist","Social","mean of last 10 years vs historic mean",0.0965444087488805,30,34,6,0.833333333333333,10.3039479118788,24,53,"Yellowtail flounder - Georges Bank","Yellowtail flounder, 10.3"
"758","Yellowtail flounder","Georges Bank","revenue_max","Social","1976",57107682.1378059,31,36,6,0.861111111111111,10.3039479118788,24,53,"Yellowtail flounder - Georges Bank","Yellowtail flounder, 10.3"
"759","Yellowtail flounder","Georges Bank","revenue_5yr","Social","average of 2014 - 2019 data",2355280.27672894,15,35,6,0.428571428571429,10.3039479118788,24,53,"Yellowtail flounder - Georges Bank","Yellowtail flounder, 10.3"
"760","Yellowtail flounder","Georges Bank","revenue_hist","Social","mean of last 10 years vs historic mean",0.116575639309961,31,34,6,0.861111111111111,10.3039479118788,24,53,"Yellowtail flounder - Georges Bank","Yellowtail flounder, 10.3"
"761","Yellowtail flounder","Southern New England / Mid","bbmsy","Biological","2016",0.0820000022649765,37,41,5,0.902439024390244,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"762","Yellowtail flounder","Southern New England / Mid","ffmsy","Social","2016",3.20600008964539,35,36,5,0.972222222222222,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"763","Yellowtail flounder","Southern New England / Mid","asmt_catch","Social","1983",22211,31,43,5,0.720930232558139,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"764","Yellowtail flounder","Southern New England / Mid","recruitment","Biological","mean of last 10 years vs historic mean",0.090230576868772,20,20,5,1,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"765","Yellowtail flounder","Southern New England / Mid","abundance","Biological","mean of last 10 years vs historic mean",0.315553337685188,33,37,5,0.891891891891892,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"766","Yellowtail flounder","Southern New England / Mid","biomass_fall","Biological","mean of last 10 years vs historic mean",0.658660777927037,47,51,5,0.92156862745098,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"767","Yellowtail flounder","Southern New England / Mid","biomass_spring","Biological","mean of last 10 years vs historic mean",0.336896114209718,49,51,5,0.96078431372549,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"768","Yellowtail flounder","Southern New England / Mid","avg_length_fall","Biological","mean of last 10 years vs historic mean",1.07388997399193,3,51,5,0.0588235294117647,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"769","Yellowtail flounder","Southern New England / Mid","avg_length_spring","Biological","mean of last 10 years vs historic mean",1.01515230573362,10,51,5,0.196078431372549,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"770","Yellowtail flounder","Southern New England / Mid","max_length_fall","Biological","mean of last 10 years vs historic mean",1.01150257400257,15,51,5,0.294117647058824,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"771","Yellowtail flounder","Southern New England / Mid","max_length_spring","Biological","mean of last 10 years vs historic mean",0.987191123075494,19,51,5,0.372549019607843,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"772","Yellowtail flounder","Southern New England / Mid","diet","Biological","all",11,5,11,5,0.454545454545455,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"773","Yellowtail flounder","Southern New England / Mid","rec_catch","Social","average of 2014 - 2019 data",7462,7,31,5,0.225806451612903,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"774","Yellowtail flounder","Southern New England / Mid","com_catch_max","Social","1964",70973800,29,36,5,0.805555555555556,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"775","Yellowtail flounder","Southern New England / Mid","com_catch_5yr","Social","average of 2014 - 2019 data",1745926,16,35,5,0.457142857142857,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"776","Yellowtail flounder","Southern New England / Mid","com_catch_hist","Social","mean of last 10 years vs historic mean",0.0965444087488805,30,34,5,0.833333333333333,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"777","Yellowtail flounder","Southern New England / Mid","revenue_max","Social","1976",57107682.1378059,31,36,5,0.861111111111111,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"778","Yellowtail flounder","Southern New England / Mid","revenue_5yr","Social","average of 2014 - 2019 data",2355280.27672894,15,35,5,0.428571428571429,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"779","Yellowtail flounder","Southern New England / Mid","revenue_hist","Social","mean of last 10 years vs historic mean",0.116575639309961,31,34,5,0.861111111111111,12.2185822426737,47,53,"Yellowtail flounder - Southern New England / Mid","Yellowtail flounder, 12.22"
"780","Atlantic cod","Eastern Georges Bank","bbmsy","Biological",NA,NA,NA,NA,2,0.5,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"781","Atlantic cod","Eastern Georges Bank","ffmsy","Social","2015",0.455000013113022,17,36,2,0.472222222222222,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"782","Atlantic cod","Eastern Georges Bank","asmt_catch","Social","1984",10558,18,43,2,0.418604651162791,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"783","Atlantic cod","Eastern Georges Bank","recruitment","Biological",NA,NA,NA,NA,2,0.5,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"784","Atlantic cod","Eastern Georges Bank","abundance","Biological",NA,NA,NA,NA,2,0.5,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"785","Atlantic cod","Eastern Georges Bank","biomass_fall","Biological",NA,NA,NA,NA,2,0.5,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"786","Atlantic cod","Eastern Georges Bank","biomass_spring","Biological",NA,NA,NA,NA,2,0.5,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"787","Atlantic cod","Eastern Georges Bank","avg_length_fall","Biological",NA,NA,NA,NA,2,0.5,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"788","Atlantic cod","Eastern Georges Bank","avg_length_spring","Biological",NA,NA,NA,NA,2,0.5,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"789","Atlantic cod","Eastern Georges Bank","max_length_fall","Biological",NA,NA,NA,NA,2,0.5,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"790","Atlantic cod","Eastern Georges Bank","max_length_spring","Biological",NA,NA,NA,NA,2,0.5,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"791","Atlantic cod","Eastern Georges Bank","diet","Biological",NA,NA,NA,NA,2,0.5,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"792","Atlantic cod","Eastern Georges Bank","rec_catch","Social","average of 2014 - 2019 data",1454545,26,31,2,0.838709677419355,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"793","Atlantic cod","Eastern Georges Bank","com_catch_max","Social","1980",99364700,31,36,2,0.861111111111111,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"794","Atlantic cod","Eastern Georges Bank","com_catch_5yr","Social","average of 2014 - 2019 data",2913462,19,35,2,0.542857142857143,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"795","Atlantic cod","Eastern Georges Bank","com_catch_hist","Social","mean of last 10 years vs historic mean",0.154805556087302,28,34,2,0.777777777777778,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"796","Atlantic cod","Eastern Georges Bank","revenue_max","Social","1991",95093953.2488666,33,36,2,0.916666666666667,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"797","Atlantic cod","Eastern Georges Bank","revenue_5yr","Social","average of 2014 - 2019 data",5963176.90960088,26,35,2,0.742857142857143,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"798","Atlantic cod","Eastern Georges Bank","revenue_hist","Social","mean of last 10 years vs historic mean",0.317734083960867,26,34,2,0.722222222222222,11.2930286142964,39,53,"Atlantic cod - Eastern Georges Bank","Atlantic cod, 11.29"
"799","Haddock","Eastern Georges Bank","bbmsy","Biological",NA,NA,NA,NA,2,0.5,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"800","Haddock","Eastern Georges Bank","ffmsy","Social","2016",0.384999990463257,15,36,2,0.416666666666667,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"801","Haddock","Eastern Georges Bank","asmt_catch","Social","1980",13176,21,43,2,0.488372093023256,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"802","Haddock","Eastern Georges Bank","recruitment","Biological","mean of last 10 years vs historic mean",5.66710989185618,3,20,2,0.15,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"803","Haddock","Eastern Georges Bank","abundance","Biological","mean of last 10 years vs historic mean",2.65664412479291,4,37,2,0.108108108108108,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"804","Haddock","Eastern Georges Bank","biomass_fall","Biological",NA,NA,NA,NA,2,0.5,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"805","Haddock","Eastern Georges Bank","biomass_spring","Biological",NA,NA,NA,NA,2,0.5,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"806","Haddock","Eastern Georges Bank","avg_length_fall","Biological",NA,NA,NA,NA,2,0.5,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"807","Haddock","Eastern Georges Bank","avg_length_spring","Biological",NA,NA,NA,NA,2,0.5,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"808","Haddock","Eastern Georges Bank","max_length_fall","Biological",NA,NA,NA,NA,2,0.5,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"809","Haddock","Eastern Georges Bank","max_length_spring","Biological",NA,NA,NA,NA,2,0.5,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"810","Haddock","Eastern Georges Bank","diet","Biological",NA,NA,NA,NA,2,0.5,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"811","Haddock","Eastern Georges Bank","rec_catch","Social","average of 2014 - 2019 data",2923019,29,31,2,0.935483870967742,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"812","Haddock","Eastern Georges Bank","com_catch_max","Social","1952",154948600,34,36,2,0.944444444444444,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"813","Haddock","Eastern Georges Bank","com_catch_5yr","Social","average of 2014 - 2019 data",18727801,33,35,2,0.942857142857143,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"814","Haddock","Eastern Georges Bank","com_catch_hist","Social","mean of last 10 years vs historic mean",0.297926280220962,24,34,2,0.666666666666667,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"815","Haddock","Eastern Georges Bank","revenue_max","Social","1950",119287930.820281,34,36,2,0.944444444444444,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"816","Haddock","Eastern Georges Bank","revenue_5yr","Social","average of 2014 - 2019 data",18258387,33,35,2,0.942857142857143,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"817","Haddock","Eastern Georges Bank","revenue_hist","Social","mean of last 10 years vs historic mean",0.386316534707746,25,34,2,0.694444444444444,11.2343450244801,38,53,"Haddock - Eastern Georges Bank","Haddock, 11.23"
"818","Smooth dogfish","Atlantic","bbmsy","Biological",NA,NA,NA,NA,8,0.5,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"819","Smooth dogfish","Atlantic","ffmsy","Social",NA,NA,NA,NA,8,0.5,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"820","Smooth dogfish","Atlantic","asmt_catch","Social","2010",1952.19995117188,6,43,8,0.13953488372093,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"821","Smooth dogfish","Atlantic","recruitment","Biological",NA,NA,NA,NA,8,0.5,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"822","Smooth dogfish","Atlantic","abundance","Biological","mean of last 10 years vs historic mean",1.27897690887859,15,37,8,0.405405405405405,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"823","Smooth dogfish","Atlantic","biomass_fall","Biological","mean of last 10 years vs historic mean",0.486444896009744,49,51,8,0.96078431372549,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"824","Smooth dogfish","Atlantic","biomass_spring","Biological","mean of last 10 years vs historic mean",1.76278032808771,16,51,8,0.313725490196078,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"825","Smooth dogfish","Atlantic","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.907065260440996,32,51,8,0.627450980392157,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"826","Smooth dogfish","Atlantic","avg_length_spring","Biological","mean of last 10 years vs historic mean",0.986450333480699,13,51,8,0.254901960784314,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"827","Smooth dogfish","Atlantic","max_length_fall","Biological","mean of last 10 years vs historic mean",0.907408546473655,39,51,8,0.764705882352941,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"828","Smooth dogfish","Atlantic","max_length_spring","Biological","mean of last 10 years vs historic mean",1.00548617104016,14,51,8,0.274509803921569,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"829","Smooth dogfish","Atlantic","diet","Biological","all",13,3,11,8,0.272727272727273,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"830","Smooth dogfish","Atlantic","rec_catch","Social","average of 2014 - 2019 data",279113,21,31,8,0.67741935483871,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"831","Smooth dogfish","Atlantic","com_catch_max","Social","2010",847496,8,36,8,0.222222222222222,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"832","Smooth dogfish","Atlantic","com_catch_5yr","Social","average of 2014 - 2019 data",755925,12,35,8,0.342857142857143,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"833","Smooth dogfish","Atlantic","com_catch_hist","Social","mean of last 10 years vs historic mean",2.12983140241255,5,34,8,0.138888888888889,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"834","Smooth dogfish","Atlantic","revenue_max","Social","2004",757997.425282103,6,36,8,0.166666666666667,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"835","Smooth dogfish","Atlantic","revenue_5yr","Social","average of 2014 - 2019 data",404087.786798296,11,35,8,0.314285714285714,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"836","Smooth dogfish","Atlantic","revenue_hist","Social","mean of last 10 years vs historic mean",2.25313579599248,4,34,8,0.111111111111111,7.48719709409661,9,53,"Smooth dogfish - Atlantic","Smooth dogfish, 7.49"
"837","American lobster","Gulf of Maine","bbmsy","Biological",NA,NA,NA,NA,7,0.5,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"838","American lobster","Gulf of Maine","ffmsy","Social",NA,NA,NA,NA,7,0.5,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"839","American lobster","Gulf of Maine","asmt_catch","Social",NA,NA,NA,NA,7,0.5,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"840","American lobster","Gulf of Maine","recruitment","Biological",NA,NA,NA,NA,7,0.5,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"841","American lobster","Gulf of Maine","abundance","Biological",NA,NA,NA,NA,7,0.5,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"842","American lobster","Gulf of Maine","biomass_fall","Biological","mean of last 10 years vs historic mean",3.36087027274716,8,51,7,0.156862745098039,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"843","American lobster","Gulf of Maine","biomass_spring","Biological","mean of last 10 years vs historic mean",3.15126058480545,5,51,7,0.0980392156862745,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"844","American lobster","Gulf of Maine","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.994491695500046,13,51,7,0.254901960784314,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"845","American lobster","Gulf of Maine","avg_length_spring","Biological","mean of last 10 years vs historic mean",0.947661258991744,21,51,7,0.411764705882353,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"846","American lobster","Gulf of Maine","max_length_fall","Biological","mean of last 10 years vs historic mean",1.1185264055357,2,51,7,0.0392156862745098,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"847","American lobster","Gulf of Maine","max_length_spring","Biological","mean of last 10 years vs historic mean",1.07868751840839,6,51,7,0.117647058823529,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"848","American lobster","Gulf of Maine","diet","Biological",NA,NA,NA,NA,7,0.5,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"849","American lobster","Gulf of Maine","rec_catch","Social",NA,NA,NA,NA,7,0.5,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"850","American lobster","Gulf of Maine","com_catch_max","Social","2016",132750484,33,36,7,0.916666666666667,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"851","American lobster","Gulf of Maine","com_catch_5yr","Social","average of 2014 - 2019 data",132750484,35,35,7,1,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"852","American lobster","Gulf of Maine","com_catch_hist","Social","mean of last 10 years vs historic mean",2.82450274583191,4,34,7,0.111111111111111,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"853","American lobster","Gulf of Maine","revenue_max","Social","2016",576644015.077393,36,36,7,1,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"854","American lobster","Gulf of Maine","revenue_5yr","Social","average of 2014 - 2019 data",576644015.077393,35,35,7,1,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"855","American lobster","Gulf of Maine","revenue_hist","Social","mean of last 10 years vs historic mean",2.12408074251224,6,34,7,0.166666666666667,8.77287581699346,16,53,"American lobster - Gulf of Maine","American lobster, 8.77"
"856","American lobster","Georges Bank","bbmsy","Biological",NA,NA,NA,NA,6,0.5,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"857","American lobster","Georges Bank","ffmsy","Social",NA,NA,NA,NA,6,0.5,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"858","American lobster","Georges Bank","asmt_catch","Social",NA,NA,NA,NA,6,0.5,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"859","American lobster","Georges Bank","recruitment","Biological",NA,NA,NA,NA,6,0.5,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"860","American lobster","Georges Bank","abundance","Biological",NA,NA,NA,NA,6,0.5,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"861","American lobster","Georges Bank","biomass_fall","Biological","mean of last 10 years vs historic mean",2.38017290520654,15,51,6,0.294117647058824,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"862","American lobster","Georges Bank","biomass_spring","Biological","mean of last 10 years vs historic mean",2.84824254156215,6,51,6,0.117647058823529,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"863","American lobster","Georges Bank","avg_length_fall","Biological","mean of last 10 years vs historic mean",1.06714429949033,5,51,6,0.0980392156862745,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"864","American lobster","Georges Bank","avg_length_spring","Biological","mean of last 10 years vs historic mean",1.12605591680254,2,51,6,0.0392156862745098,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"865","American lobster","Georges Bank","max_length_fall","Biological","mean of last 10 years vs historic mean",1.10278942720333,3,51,6,0.0588235294117647,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"866","American lobster","Georges Bank","max_length_spring","Biological","mean of last 10 years vs historic mean",1.19199353236018,2,51,6,0.0392156862745098,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"867","American lobster","Georges Bank","diet","Biological",NA,NA,NA,NA,6,0.5,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"868","American lobster","Georges Bank","rec_catch","Social",NA,NA,NA,NA,6,0.5,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"869","American lobster","Georges Bank","com_catch_max","Social","2016",132750484,33,36,6,0.916666666666667,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"870","American lobster","Georges Bank","com_catch_5yr","Social","average of 2014 - 2019 data",132750484,35,35,6,1,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"871","American lobster","Georges Bank","com_catch_hist","Social","mean of last 10 years vs historic mean",2.82450274583191,4,34,6,0.111111111111111,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"872","American lobster","Georges Bank","revenue_max","Social","2016",576644015.077393,36,36,6,1,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"873","American lobster","Georges Bank","revenue_5yr","Social","average of 2014 - 2019 data",576644015.077393,35,35,6,1,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"874","American lobster","Georges Bank","revenue_hist","Social","mean of last 10 years vs historic mean",2.12408074251224,6,34,6,0.166666666666667,8.34150326797386,14,53,"American lobster - Georges Bank","American lobster, 8.34"
"875","American lobster","Georges Bank / Southern New England","bbmsy","Biological",NA,NA,NA,NA,5,0.5,11.3415032679739,41,53,"American lobster - Georges Bank / Southern New England","American lobster, 11.34"
"876","American lobster","Georges Bank / Southern New England","ffmsy","Social",NA,NA,NA,NA,5,0.5,11.3415032679739,41,53,"American lobster - Georges Bank / Southern New England","American lobster, 11.34"
"877","American lobster","Georges Bank / Southern New England","asmt_catch","Social",NA,NA,NA,NA,5,0.5,11.3415032679739,41,53,"American lobster - Georges Bank / Southern New England","American lobster, 11.34"
"878","American lobster","Georges Bank / Southern New England","recruitment","Biological",NA,NA,NA,NA,5,0.5,11.3415032679739,41,53,"American lobster - Georges Bank / Southern New England","American lobster, 11.34"
"879","American lobster","Georges Bank / Southern New England","abundance","Biological",NA,NA,NA,NA,5,0.5,11.3415032679739,41,53,"American lobster - Georges Bank / Southern New England","American lobster, 11.34"
"880","American lobster","Georges Bank / Southern New England","biomass_fall","Biological","mean of last 10 years vs historic mean",0.910443869923941,41,51,5,0.803921568627451,11.3415032679739,41,53,"American lobster - Georges Bank / Southern New England","American lobster, 11.34"
"881","American lobster","Georges Bank / Southern New England","biomass_spring","Biological","mean of last 10 years vs historic mean",0.795644198657053,38,51,5,0.745098039215686,11.3415032679739,41,53,"American lobster - Georges Bank / Southern New England","American lobster, 11.34"
"882","American lobster","Georges Bank / Southern New England","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.943313156589327,24,51,5,0.470588235294118,11.3415032679739,41,53,"American lobster - Georges Bank / Southern New England","American lobster, 11.34"
"883","American lobster","Georges Bank / Southern New England","avg_length_spring","Biological","mean of last 10 years vs historic mean",0.963747371168774,18,51,5,0.352941176470588,11.3415032679739,41,53,"American lobster - Georges Bank / Southern New England","American lobster, 11.34"
"884","American lobster","Georges Bank / Southern New England","max_length_fall","Biological","mean of last 10 years vs historic mean",0.947004800177972,33,51,5,0.647058823529412,11.3415032679739,41,53,"American lobster - Georges Bank / Southern New England","American lobster, 11.34"
"885","American lobster","Georges Bank / Southern New England","max_length_spring","Biological","mean of last 10 years vs historic mean",0.945393291104645,32,51,5,0.627450980392157,11.3415032679739,41,53,"American lobster - Georges Bank / Southern New England","American lobster, 11.34"
"886","American lobster","Georges Bank / Southern New England","diet","Biological",NA,NA,NA,NA,5,0.5,11.3415032679739,41,53,"American lobster - Georges Bank / Southern New England","American lobster, 11.34"
"887","American lobster","Georges Bank / Southern New England","rec_catch","Social",NA,NA,NA,NA,5,0.5,11.3415032679739,41,53,"American lobster - Georges Bank / Southern New England","American lobster, 11.34"
"888","American lobster","Georges Bank / Southern New England","com_catch_max","Social","2016",132750484,33,36,5,0.916666666666667,11.3415032679739,41,53,"American lobster - Georges Bank / Southern New England","American lobster, 11.34"
"889","American lobster","Georges Bank / Southern New England","com_catch_5yr","Social","average of 2014 - 2019 data",132750484,35,35,5,1,11.3415032679739,41,53,"American lobster - Georges Bank / Southern New England","American lobster, 11.34"
