"","Guild","size","Indicator","category","guild_risk","n_guild_species","n_guild_species_measured","avg_guild_risk","rank","norm_rank","total_guild_risk","sum_ranks","legend_label","label_y"
"178","demersal_benthivore","small","revenue_hist","Socioeconomic",4.47222222222222,10,9,0.496913580246914,4,0.5,12.4539002972356,100,"Socioeconomic:
revenue_hist",0.688271604938272
"179","demersal_omnivore","large","revenue_hist","Socioeconomic",1.19444444444444,3,2,0.597222222222222,6,0.75,10.4116720641201,88,"Socioeconomic:
revenue_hist",NA
"180","demersal_omnivore","small","revenue_hist","Socioeconomic",0.527777777777777,2,2,0.263888888888889,1,0.125,12.3999576102574,99,"Socioeconomic:
revenue_hist",NA
"181","demersal_piscivore","large","revenue_hist","Socioeconomic",2.13888888888889,6,6,0.356481481481481,3,0.375,11.5114239476761,90,"Socioeconomic:
revenue_hist",0.541666666666666
"182","demersal_piscivore","small","revenue_hist","Socioeconomic",0.944444444444445,3,3,0.314814814814815,2,0.25,12.5198845436822,114,"Socioeconomic:
revenue_hist",NA
"183","megabenthos","small","revenue_hist","Socioeconomic",1.72222222222222,2,2,0.861111111111111,8,1,13.8256769374416,152,"Socioeconomic:
revenue_hist",NA
"184","pelagic","small","revenue_hist","Socioeconomic",2.75,5,5,0.55,5,0.625,13.2991962068577,117,"Socioeconomic:
revenue_hist",NA
"185","demersal_benthivore","large","revenue_max","Socioeconomic",0.75,4,4,0.1875,2,0.25,11.9749625474808,104,"Socioeconomic:
revenue_max",NA
"186","demersal_benthivore","small","revenue_max","Socioeconomic",6.19444444444444,10,9,0.688271604938272,7,0.875,12.4539002972356,100,"Socioeconomic:
revenue_max",0
"187","demersal_omnivore","large","revenue_max","Socioeconomic",0.5,3,3,0.166666666666667,1,0.125,10.4116720641201,88,"Socioeconomic:
revenue_max",NA
"188","demersal_omnivore","small","revenue_max","Socioeconomic",0.861111111111111,2,2,0.430555555555556,3,0.375,12.3999576102574,99,"Socioeconomic:
revenue_max",NA
"189","demersal_piscivore","large","revenue_max","Socioeconomic",3.25,6,6,0.541666666666667,5,0.625,11.5114239476761,90,"Socioeconomic:
revenue_max",0
"190","demersal_piscivore","small","revenue_max","Socioeconomic",1.63888888888889,3,3,0.546296296296296,6,0.75,12.5198845436822,114,"Socioeconomic:
revenue_max",NA
"191","megabenthos","small","revenue_max","Socioeconomic",1.58333333333333,2,2,0.791666666666667,8,1,13.8256769374416,152,"Socioeconomic:
revenue_max",NA
"192","pelagic","small","revenue_max","Socioeconomic",2.52777777777778,5,5,0.505555555555556,4,0.5,13.2991962068577,117,"Socioeconomic:
revenue_max",NA
